outlet_name,draw_date,draw_number,prize_amount,bet_type,prize_group
Cheers Changi Village Road,06/03/2017,3246,260299.0,QP system 12 iTOTO,2
Cheers Changi Village Road,23/02/2017,3243,89302.0,QP system 12 iTOTO,2
Cheers Changi Village Road,10/02/2017,3239,89083.0,QP system 8,2
Cheers Changi Village Road,06/02/2017,3238,81688.0,QP system 7,2
Cheers Changi Village Road,19/02/2016,3137,122838.0,QP system 7,2
Cheers Changi Village Road,05/11/2015,3107,78316.0,QP ordinary,2
Cheers Changi Village Road,27/08/2015,3087,222179.0,QP ordinary,2
Cheers Changi Village Road,22/01/2015,3025,1000000.0,QP system 7,1
Cheers Changi Village Road,08/09/2014,2986,23058.0,ordinary,2
Cheers Changi Village Road,05/05/2014,2950,45244.0,QP ordinary,2
Cheers Changi Village Road,24/04/2014,2947,810109.0,QP system 7,1
Cheers Changi Village Road,20/03/2014,2937,51481.0,QP system 7,2
Cheers Changi Village Road,19/12/2013,2911,33191.0,system roll,2
Cheers Changi Village Road,16/09/2013,2884,27364.0,QP system 7,2
Cheers Changi Village Road,12/08/2013,2874,46697.0,QP system 8,2
Cheers Changi Village Road,02/05/2013,2845,42699.0,QP ordinary,2
Cheers Changi Village Road,29/04/2013,2844,36547.0,QP system 7,2
Cheers Changi Village Road,07/03/2013,2829,25691.0,QP system 7,2
Cheers Changi Village Road,26/07/2012,2765,248807.0,system 11,2
Cheers Changi Village Road,20/07/2012,2763,1255098.0,QP system 7,1
Cheers Changi Village Road,20/07/2012,2763,28253.0,QP system 7,2
Cheers Changi Village Road,26/03/2012,2730,35741.0,QP ordinary,2
Cheers Changi Village Road,26/03/2012,2730,35741.0,QP system 7,2
Cheers Changi Village Road,01/03/2012,2723,2018.0,system 8,2
Cheers Changi Village Road,05/01/2012,2707,231094.0,system 7,1
Cheers Changi Village Road,12/12/2011,2700,54270.0,system 10,2
Cheers Changi Village Road,05/12/2011,2698,60298.0,QP system 7,2
Cheers Changi Village Road,26/09/2011,2678,56718.0,QP system 7,2
Cheers Changi Village Road,10/02/2011,2613,218398.0,system 7,1
Cheers Changi Village Road,27/12/2010,2600,97977.0,ordinary,1
Cheers Changi Village Road,02/12/2010,2593,62120.0,QP ordinary,2
Cheers Changi Village Road,25/11/2010,2591,1017180.0,system 8,1
Cheers Changi Village Road,25/11/2010,2591,27763.0,system 8,2
Cheers Changi Village Road,29/04/2010,2531,35316.0,system 7,2
Cheers Changi Village Road,01/04/2010,2523,21494.0,QP ordinary,2
Cheers Changi Village Road,18/01/2010,2502,84620.0,QP ordinary,2
Cheers Changi Village Road,22/10/2009,2477,49237.0,system 11,2
Cheers Changi Village Road,08/10/2009,2473,84554.0,QP ordinary,2
Cheers Changi Village Road,25/09/2009,2469,3243528.0,QP system roll,1
Cheers Changi Village Road,25/09/2009,2469,54624.0,QP system roll,2
Cheers Changi Village Road,27/08/2009,2461,15607.0,system 9,2
Cheers Changi Village Road,08/06/2009,2438,28843.0,ordinary,2
Cheers Changi Village Road,02/03/2009,2410,59114.0,QP ordinary,2
Cheers Changi Village Road,23/10/2008,2373,43231.0,QP system roll,2
Cheers Changi Village Road,24/07/2008,2347,36857.0,QP system 7,2
Cheers Changi Village Road,29/11/2007,2279,17417.0,ordinary,2
Cheers Changi Village Road,25/10/2007,2269,3178685.0,QP system 7,1
Cheers Changi Village Road,10/09/2007,2256,1854414.0,QP system 8,1
Cheers Changi Village Road,21/05/2007,2224,59782.0,QP ordinary,2
Cheers Changi Village Road,10/05/2007,2221,27280.0,QP ordinary,2
Cheers Changi Village Road,30/04/2007,2218,43277.0,system 7,2
Cheers Changi Village Road,23/04/2007,2216,57134.0,QP ordinary,2
Cheers Changi Village Road,02/03/2007,2201,35238.0,QP system 7,2
Cheers Changi Village Road,06/10/2006,2159,38992.0,QP system 8,2
Cheers Changi Village Road,07/09/2006,2151,30641.0,system 7,2
Cheers Changi Village Road,10/08/2006,2143,30837.0,ordinary,2
Cheers Changi Village Road,24/03/2005,1999,639118.0,system 7,1
Cheers Changi Village Road,04/03/2004,1889,621424.0,QP ordinary,1
7-Eleven Store Owen Road,05/03/2026,4162,48834.0,ordinary,2
7-Eleven Store Owen Road,29/01/2026,4152,2254062.0,QP system 7,1
7-Eleven Store Owen Road,29/05/2025,4082,74730.0,QP system 7,2
7-Eleven Store Owen Road,07/04/2025,4067,1327382.0,QP ordinary,1
7-Eleven Store Owen Road,29/02/2024,3952,107466.0,QP system 7,2
7-Eleven Store Owen Road,21/07/2022,3784,1417875.0,QP system 12 iTOTO,1
7-Eleven Store Owen Road,23/05/2022,3767,61879.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,02/05/2022,3761,85300.0,QP ordinary,2
7-Eleven Store Owen Road,17/03/2022,3748,107186.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,21/01/2022,3732,83454.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,08/02/2021,3633,3126334.0,QP ordinary,1
7-Eleven Store Owen Road,19/03/2020,3563,64250.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,03/01/2020,3541,44386.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,26/12/2019,3539,2642314.0,QP ordinary,1
7-Eleven Store Owen Road,28/10/2019,3522,1014665.0,QP system 7,2
7-Eleven Store Owen Road,17/04/2017,3258,562158.0,system 7,1
7-Eleven Store Owen Road,04/08/2016,3185,36379.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,14/04/2016,3153,76065.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,14/03/2016,3144,94675.0,QP system 7,2
7-Eleven Store Owen Road,15/02/2016,3136,136081.0,QP system 7,2
7-Eleven Store Owen Road,04/02/2016,3133,86892.0,QP system 12 iTOTO,2
7-Eleven Store Owen Road,28/12/2015,3122,4534221.0,QP system 12 iTOTO,1
7-Eleven Store Owen Road,17/12/2015,3119,28726.0,QP ordinary,2
7-Eleven Store Owen Road,25/08/2014,2982,45272.0,QP ordinary,2
7-Eleven Store Owen Road,19/06/2014,2963,18025.0,ordinary,2
7-Eleven Store Owen Road,06/09/2012,2777,165135.0,system 7,1
7-Eleven Store Owen Road,06/09/2012,2777,11828.0,system 7,2
7-Eleven Store Owen Road,28/04/2011,2635,51119.0,QP ordinary,2
7-Eleven Store Owen Road,25/04/2011,2634,826526.0,QP ordinary,1
7-Eleven Store Owen Road,11/10/2010,2578,61455.0,ordinary,2
7-Eleven Store Owen Road,30/08/2010,2566,68209.0,QP ordinary,2
7-Eleven Store Owen Road,24/05/2010,2538,52272.0,system 7,2
7-Eleven Store Owen Road,22/04/2010,2529,62484.0,QP ordinary,2
7-Eleven Store Owen Road,01/03/2010,2514,111949.0,QP ordinary,2
7-Eleven Store Owen Road,31/12/2009,2497,1120216.0,QP system roll,1
7-Eleven Store Owen Road,31/12/2009,2497,57486.0,QP system roll,2
7-Eleven Store Owen Road,19/11/2009,2485,67917.0,ordinary,2
7-Eleven Store Owen Road,05/10/2009,2472,48009.0,QP system 7,2
7-Eleven Store Owen Road,05/01/2009,2394,47340.0,QP ordinary,2
7-Eleven Store Owen Road,17/07/2008,2345,547371.0,ordinary,1
7-Eleven Store Owen Road,02/06/2008,2332,147061.0,system 9,2
7-Eleven Store Owen Road,12/05/2008,2326,52977.0,QP system 7,2
7-Eleven Store Owen Road,13/03/2008,2309,19845.0,system 8,2
7-Eleven Store Owen Road,29/11/2007,2279,17417.0,system 7,2
7-Eleven Store Owen Road,16/07/2007,2240,33184.0,QP ordinary,2
7-Eleven Store Owen Road,21/05/2007,2224,59782.0,QP system 7,2
7-Eleven Store Owen Road,21/09/2006,2155,44037.0,QP ordinary,2
7-Eleven Store Owen Road,15/06/2006,2127,281295.0,ordinary,1
Xie Sheng Departmental Service Company,09/02/2026,4155,231713.0,QP ordinary,2
Xie Sheng Departmental Service Company,02/01/2026,4144,98578.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,27/11/2025,4134,171078.0,QP ordinary,2
Xie Sheng Departmental Service Company,17/07/2025,4096,1186233.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,03/04/2025,4066,61216.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,01/01/2024,3935,25370.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,21/12/2023,3932,1191969.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,26/10/2023,3916,83456.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,11/05/2023,3868,395716.0,QP system 12 iTOTO,1
Xie Sheng Departmental Service Company,03/02/2023,3840,122585.0,QP ordinary,2
Xie Sheng Departmental Service Company,21/07/2022,3784,298500.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,25/04/2022,3759,83322.0,QP system 7,2
Xie Sheng Departmental Service Company,27/01/2022,3734,66318.0,QP system 7,2
Xie Sheng Departmental Service Company,27/01/2022,3734,66318.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,20/05/2021,3662,117740.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,03/05/2021,3657,174869.0,QP ordinary,2
Xie Sheng Departmental Service Company,01/04/2021,3648,224548.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,26/02/2021,3638,2386178.0,QP system 12 iTOTO,1
Xie Sheng Departmental Service Company,26/02/2021,3638,79833.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,23/11/2020,3611,114513.0,ordinary,2
Xie Sheng Departmental Service Company,11/04/2019,3465,813439.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,22/02/2019,3451,104278.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,03/01/2019,3437,76332.0,QP ordinary,2
Xie Sheng Departmental Service Company,25/10/2018,3417,4494271.0,QP system 12 iTOTO,1
Xie Sheng Departmental Service Company,30/04/2018,3366,48773.0,QP system 7,2
Xie Sheng Departmental Service Company,15/05/2017,3266,2233143.0,system 8,1
Xie Sheng Departmental Service Company,24/04/2017,3260,77682.0,QP ordinary,2
Xie Sheng Departmental Service Company,06/03/2017,3246,260299.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,01/12/2016,3219,55534.0,QP ordinary,2
Xie Sheng Departmental Service Company,02/05/2016,3158,58469.0,ordinary,2
Xie Sheng Departmental Service Company,19/02/2016,3137,122838.0,QP system 12 iTOTO,2
Xie Sheng Departmental Service Company,28/12/2015,3122,4534221.0,QP system 12 iTOTO,1
Xie Sheng Departmental Service Company,10/09/2015,3091,1057094.0,QP ordinary,1
Xie Sheng Departmental Service Company,24/08/2015,3086,80449.0,system roll,2
Xie Sheng Departmental Service Company,28/04/2014,2948,54382.0,QP ordinary,2
Xie Sheng Departmental Service Company,17/03/2014,2936,53753.0,system 7,2
Xie Sheng Departmental Service Company,24/01/2014,2921,835792.0,QP system roll,1
Xie Sheng Departmental Service Company,24/01/2014,2921,51720.0,QP system roll,2
Xie Sheng Departmental Service Company,09/01/2014,2917,29197.0,QP ordinary,2
Xie Sheng Departmental Service Company,02/12/2013,2906,81221.0,system 7,2
Xie Sheng Departmental Service Company,08/02/2013,2821,28919.0,ordinary,2
Xie Sheng Departmental Service Company,08/02/2013,2821,28919.0,system roll,2
Xie Sheng Departmental Service Company,21/01/2013,2816,70021.0,QP system 7,2
Xie Sheng Departmental Service Company,18/05/2012,2745,52687.0,QP ordinary,2
Xie Sheng Departmental Service Company,22/03/2012,2729,129252.0,system 7,2
Xie Sheng Departmental Service Company,01/03/2012,2723,2018.0,system 8,2
Xie Sheng Departmental Service Company,01/03/2012,2723,2018.0,system 7,2
Xie Sheng Departmental Service Company,03/02/2012,2715,48467.0,QP ordinary,2
Xie Sheng Departmental Service Company,29/12/2011,2705,68264.0,QP system 7,2
Xie Sheng Departmental Service Company,18/07/2011,2658,30206.0,ordinary,2
Xie Sheng Departmental Service Company,18/07/2011,2658,30206.0,system 7,2
Xie Sheng Departmental Service Company,04/07/2011,2654,22949.0,system 7,2
Xie Sheng Departmental Service Company,25/10/2010,2582,51465.0,QP ordinary,2
Xie Sheng Departmental Service Company,12/08/2010,2561,18085.0,ordinary,2
Xie Sheng Departmental Service Company,26/07/2010,2556,65111.0,QP ordinary,2
Xie Sheng Departmental Service Company,16/11/2009,2484,118811.0,QP system 7,2
Xie Sheng Departmental Service Company,27/08/2009,2461,15607.0,ordinary,2
Xie Sheng Departmental Service Company,29/06/2009,2444,23073.0,QP system 7,2
Xie Sheng Departmental Service Company,20/04/2009,2424,28988.0,QP ordinary,2
Xie Sheng Departmental Service Company,03/04/2008,2315,57970.0,QP system 7,2
Xie Sheng Departmental Service Company,28/02/2008,2305,95109.0,system 10,2
Xie Sheng Departmental Service Company,17/01/2008,2293,411865.0,QP ordinary,1
Xie Sheng Departmental Service Company,07/01/2008,2290,102960.0,ordinary,1
Xie Sheng Departmental Service Company,13/09/2007,2257,88573.0,QP ordinary,2
Xie Sheng Departmental Service Company,27/08/2007,2252,42782.0,QP system 7,2
Xie Sheng Departmental Service Company,06/08/2007,2246,980438.0,QP system 7,1
Xie Sheng Departmental Service Company,06/07/2007,2237,137930.0,system 7,1
Xie Sheng Departmental Service Company,08/03/2007,2203,47413.0,QP ordinary,2
Xie Sheng Departmental Service Company,17/07/2006,2136,89761.0,ordinary,1
Xie Sheng Departmental Service Company,11/04/2005,2004,194048.0,system roll,1
Xie Sheng Departmental Service Company,20/05/2004,1911,593460.0,system roll,1
Xie Sheng Departmental Service Company,26/01/1998,1253,1557091.0,QP system 7,1
Singapore Pools Woodlands N3 Branch,26/01/2026,4151,56742.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,23/10/2025,4124,139191.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,02/10/2025,4118,87402.0,system 8,2
Singapore Pools Woodlands N3 Branch,18/08/2025,4105,132518.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,10/02/2025,4051,150229.0,system 8,2
Singapore Pools Woodlands N3 Branch,30/12/2024,4039,203722.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,12/12/2024,4034,76564.0,system 7,2
Singapore Pools Woodlands N3 Branch,12/12/2024,4034,76564.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,02/08/2024,3996,126469.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,29/07/2024,3995,81338.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,25/04/2024,3968,96467.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,18/01/2024,3940,178761.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,21/12/2023,3932,1191969.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,20/07/2023,3888,80707.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,08/05/2023,3867,68346.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,10/04/2023,3859,86338.0,system 8,2
Singapore Pools Woodlands N3 Branch,30/01/2023,3839,136161.0,system 7,2
Singapore Pools Woodlands N3 Branch,06/01/2023,3832,68374.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,03/10/2022,3805,57234.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,11/04/2022,3755,50621.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,17/03/2022,3748,107186.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,21/01/2022,3732,83454.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,09/12/2021,3720,1131910.0,system 7,1
Singapore Pools Woodlands N3 Branch,24/05/2021,3663,3166852.0,QP system 12 iTOTO,1
Singapore Pools Woodlands N3 Branch,01/04/2021,3648,224548.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,01/04/2021,3648,224548.0,system 10,2
Singapore Pools Woodlands N3 Branch,11/02/2021,3634,326272.0,system 7,2
Singapore Pools Woodlands N3 Branch,03/12/2020,3614,935751.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,31/08/2020,3587,111959.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,23/03/2020,3564,536210.0,QP ordinary,1
Singapore Pools Woodlands N3 Branch,19/03/2020,3563,64250.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,05/03/2020,3559,81379.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,07/02/2020,3551,101649.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,17/01/2020,3545,99569.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,05/12/2019,3533,1403996.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,02/12/2019,3532,57843.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,28/10/2019,3522,1014665.0,system 7,2
Singapore Pools Woodlands N3 Branch,28/10/2019,3522,1014665.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,08/07/2019,3490,95690.0,system 8,2
Singapore Pools Woodlands N3 Branch,13/05/2019,3474,28847.0,ordinary,2
Singapore Pools Woodlands N3 Branch,04/03/2019,3454,90257.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,10/12/2018,3430,76683.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,29/03/2018,3357,855036.0,QP system 12 iTOTO,1
Singapore Pools Woodlands N3 Branch,02/03/2018,3349,6013609.0,QP system 12 iTOTO,1
Singapore Pools Woodlands N3 Branch,02/03/2018,3349,80545.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,09/02/2018,3343,150809.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,25/09/2017,3304,107969.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,06/02/2017,3238,81688.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,18/07/2016,3180,53707.0,QP system 12 iTOTO,2
Singapore Pools Woodlands N3 Branch,23/06/2016,3173,55224.0,ordinary,2
Singapore Pools Woodlands N3 Branch,16/05/2016,3162,91209.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,29/02/2016,3140,175685.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,01/10/2015,3097,4241221.0,QP system 7,1
Singapore Pools Woodlands N3 Branch,23/05/2013,2851,628846.0,system 9,1
Singapore Pools Woodlands N3 Branch,22/04/2013,2842,33218.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,08/04/2013,2838,229546.0,QP system 7,1
Singapore Pools Woodlands N3 Branch,05/01/2012,2707,27312.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,31/01/2011,2610,35098.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,25/11/2010,2591,27763.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,18/10/2010,2580,30104.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,27/07/2009,2452,53485.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,16/03/2009,2414,30520.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,24/07/2008,2347,36857.0,QP system 7,2
Singapore Pools Woodlands N3 Branch,22/02/2007,2199,54023.0,QP ordinary,2
Singapore Pools Woodlands N3 Branch,11/04/2005,2004,194048.0,system 7,1
Singapore Pools LOT One Branch,02/01/2026,4144,2653368.0,QP system 12 iTOTO,1
Singapore Pools LOT One Branch,17/11/2025,4131,66603.0,QP system 8,2
Singapore Pools LOT One Branch,06/11/2025,4128,123444.0,QP ordinary,2
Singapore Pools LOT One Branch,06/11/2025,4128,123444.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,23/10/2025,4124,139191.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,15/05/2025,4078,202727.0,ordinary,2
Singapore Pools LOT One Branch,09/09/2024,4007,43586.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,27/05/2024,3977,184221.0,QP ordinary,2
Singapore Pools LOT One Branch,25/04/2024,3968,96467.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,04/04/2024,3962,64614.0,ordinary,2
Singapore Pools LOT One Branch,05/01/2024,3936,1965174.0,QP system 12 iTOTO,1
Singapore Pools LOT One Branch,05/01/2024,3936,73010.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,18/05/2023,3870,83838.0,QP system 7,2
Singapore Pools LOT One Branch,13/02/2023,3843,78156.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,03/02/2023,3840,122585.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,03/02/2023,3840,122585.0,QP system 7,2
Singapore Pools LOT One Branch,21/07/2022,3784,298500.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,14/04/2022,3756,5667055.0,QP system 12 iTOTO,1
Singapore Pools LOT One Branch,14/04/2022,3756,5667055.0,QP system 12 iTOTO,1
Singapore Pools LOT One Branch,14/04/2022,3756,108062.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,17/03/2022,3748,107186.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,11/02/2022,3738,77154.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,11/02/2022,3738,2427114.0,QP system roll,1
Singapore Pools LOT One Branch,11/02/2022,3738,77154.0,QP system roll,2
Singapore Pools LOT One Branch,10/01/2022,3729,85925.0,QP system 12 iTOTO,2
Singapore Pools LOT One Branch,27/12/2021,3725,124812.0,QP ordinary,2
Singapore Pools LOT One Branch,15/11/2021,3713,3612023.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N2 Branch,20/05/2024,3975,2939453.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N2 Branch,09/05/2024,3972,127391.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,14/03/2024,3956,101034.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,29/06/2023,3882,1074777.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,18/08/2022,3792,72426.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,26/02/2021,3638,2386178.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N2 Branch,08/02/2021,3633,101482.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,14/12/2020,3617,92982.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,05/11/2020,3606,75333.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,19/10/2020,3601,1255014.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N2 Branch,19/10/2020,3601,30464.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,17/09/2020,3592,13362.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,12/11/2018,3422,117351.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,02/03/2018,3349,80545.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,24/08/2017,3295,214880.0,QP system 8,2
Singapore Pools Jurong West N2 Branch,22/05/2017,3268,1099071.0,ordinary,1
Singapore Pools Jurong West N2 Branch,13/04/2017,3257,2582205.0,QP system 12 iTOTO,1
Singapore Pools Jurong West N2 Branch,02/03/2017,3245,130664.0,QP ordinary,2
Singapore Pools Jurong West N2 Branch,06/02/2017,3238,2625703.0,QP ordinary,1
Singapore Pools Jurong West N2 Branch,28/04/2016,3157,215039.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,19/02/2016,3137,122838.0,QP ordinary,2
Singapore Pools Jurong West N2 Branch,11/02/2016,3135,89225.0,QP system 12 iTOTO,2
Singapore Pools Jurong West N2 Branch,02/06/2014,2958,68170.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,18/02/2013,2824,58051.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,17/12/2012,2806,46986.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,05/07/2012,2759,65329.0,QP ordinary,2
Singapore Pools Jurong West N2 Branch,21/06/2012,2755,40138.0,system 8,2
Singapore Pools Jurong West N2 Branch,21/05/2012,2746,41341.0,ordinary,2
Singapore Pools Jurong West N2 Branch,26/09/2011,2678,56718.0,system 7,2
Singapore Pools Jurong West N2 Branch,07/02/2011,2612,37807.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,07/02/2011,2612,37807.0,system 10,2
Singapore Pools Jurong West N2 Branch,21/10/2010,2581,18738.0,system 8,2
Singapore Pools Jurong West N2 Branch,21/06/2010,2546,47157.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,31/05/2010,2540,37568.0,system 7,2
Singapore Pools Jurong West N2 Branch,04/05/2009,2428,37426.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,23/02/2009,2408,10557.0,ordinary,2
Singapore Pools Jurong West N2 Branch,18/08/2008,2354,26416.0,system 7,2
Singapore Pools Jurong West N2 Branch,23/06/2008,2338,74332.0,QP ordinary,2
Singapore Pools Jurong West N2 Branch,23/05/2008,2329,24211.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,13/12/2007,2283,29130.0,system 7,2
Singapore Pools Jurong West N2 Branch,06/09/2007,2255,46540.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,26/02/2007,2200,62455.0,QP system 7,2
Singapore Pools Jurong West N2 Branch,18/09/2006,2154,31676.0,system 7,2
Singapore Pools Jurong West N2 Branch,15/05/2006,2118,163149.0,QP ordinary,1
Singapore Pools Jurong West N2 Branch,20/12/2004,1972,1521231.0,QP ordinary,1
Singapore Pools Jurong East Branch,04/05/2026,4179,87564.0,QP system 7,2
Singapore Pools Jurong East Branch,02/01/2026,4144,98578.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,09/01/2025,4042,75163.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,03/01/2025,4040,136132.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,19/09/2024,4010,7844.0,system 7,2
Singapore Pools Jurong East Branch,09/05/2024,3972,127391.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,23/02/2024,3950,3087960.0,QP system 12 iTOTO,1
Singapore Pools Jurong East Branch,11/01/2024,3938,74834.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,05/01/2024,3936,73010.0,QP system 8,2
Singapore Pools Jurong East Branch,26/10/2023,3916,83456.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,28/08/2023,3899,177731.0,QP system 7,2
Singapore Pools Jurong East Branch,04/08/2023,3892,140121.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,04/08/2023,3892,140121.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,10/04/2023,3859,86338.0,system 7,2
Singapore Pools Jurong East Branch,20/01/2023,3836,119931.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,26/12/2022,3829,5782800.0,QP system 12 iTOTO,1
Singapore Pools Jurong East Branch,15/12/2022,3826,80736.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,17/10/2022,3809,5560463.0,QP system 12 iTOTO,1
Singapore Pools Jurong East Branch,17/10/2022,3809,74361.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,01/09/2022,3796,200528.0,QP ordinary,2
Singapore Pools Jurong East Branch,29/08/2022,3795,37465.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,18/08/2022,3792,72426.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,16/12/2021,3722,77843.0,QP system 7,2
Singapore Pools Jurong East Branch,18/10/2021,3705,85912.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,05/07/2021,3675,51159.0,QP system 12 iTOTO,2
Singapore Pools Jurong East Branch,21/06/2021,3671,42353.0,ordinary,2
Singapore Pools Jurong East Branch,01/04/2021,3648,224548.0,QP system 12 iTOTO,2
