outlet_name,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,planning_area,region,geocode_status,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,neighborhood_type,dominant_landuse_1000m,landuse_diversity_1000m,win_rate_hdb_1000m
Hock Soon Ann,460073,Authorised Retailer,2,16,18,matched,1.31983803117222,103.943971359147,73 BEDOK SOUTH AVENUE 3 SIGLAP LUCKY VALLEY SINGAPORE 460073,BEDOK,EAST REGION,OK,516035,0,0,14093,27766,48,1.0,1924143,0,113780,128839,144717,102,0.9721,3451595,173322,135106,304081,746074,198,0.9359,residential,residential,4,0.176471
Gerk Chwee Trading,557256,Authorised Retailer,2,24,26,matched,1.3646888567179,103.866035308524,4 KENSINGTON PARK ROAD SERANGOON GARDEN ESTATE SINGAPORE 557256,SERANGOON,NORTH-EAST REGION,OK,566997,21597,0,4140,33227,0,0.9633,1765531,185483,40928,237078,130839,74,0.8966,3640344,958267,151819,454541,261407,300,0.7823,residential,residential,5,0.351351
Dawn Florist - Aljunied Avenue 2,380119,Authorised Retailer,2,6,8,matched,1.32012887290025,103.886058091225,119 ALJUNIED AVENUE 2 SINGAPORE 380119,GEYLANG,CENTRAL REGION,OK,440343,67766,0,85311,26382,64,0.8666,1418575,527520,7601,248583,44467,138,0.728,2544899,1730070,71589,411016,142138,269,0.5937,residential,residential,5,0.057971
Balestier Khalsa Football Club,310070,Authorised Retailer,2,8,10,matched,1.33444874946936,103.852333287558,70 LORONG 4 TOA PAYOH TOA PAYOH VISTA SINGAPORE 310070,TOA PAYOH,CENTRAL REGION,OK,415070,82015,45015,52340,86166,88,0.8072,1587824,282645,50722,200471,230096,323,0.8397,3276366,469329,165152,749404,354341,533,0.8589,residential,residential,5,0.03096
B.H. Mini Mart,350137,Authorised Retailer,2,6,8,matched,1.33385759374197,103.865845367722,137 POTONG PASIR AVENUE 3 SINGAPORE 350137,TOA PAYOH,CENTRAL REGION,OK,314782,0,36968,145049,6555,44,0.9475,1402449,155428,64874,280586,53913,152,0.8842,3107841,522994,70513,633136,294830,402,0.8492,residential,residential,5,0.052632
A.P. Mini Mart - Lorong 8 Toa Payoh,310234,Authorised Retailer,2,8,10,matched,1.33860148626926,103.857914069837,234 LORONG 8 TOA PAYOH TOA PAYOH EIGHT SINGAPORE 310234,TOA PAYOH,CENTRAL REGION,OK,291744,120546,0,71913,17775,59,0.7076,1265562,224068,19938,273962,110718,230,0.845,3315183,372856,101922,659689,321170,509,0.8882,residential,residential,5,0.043478
A.P. Mini Mart - Bedok Reservoir Road,470121,Authorised Retailer,2,19,21,matched,1.33130517787872,103.909992224709,121 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470121,BEDOK,EAST REGION,OK,460413,6875,2497,51839,30887,89,0.9827,1440535,612754,38230,232941,94216,180,0.6979,2753415,1263769,74552,372185,155787,297,0.682,residential,residential,5,0.116667
7-Eleven Store Bukit Batok West Avenue 6,650132,Authorised Retailer (7-Eleven),2,14,16,matched,1.3506524380389,103.745625196086,132 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650132,BUKIT BATOK,WEST REGION,OK,506401,13499,34996,93952,43617,103,0.9441,1485675,127004,49693,277734,363838,283,0.9087,3295109,364661,226468,552185,1001826,641,0.877,residential,residential,5,0.056537
7-Eleven Jalan Leban,577549,,2,12,14,scraped,1.37137207660359,103.829054256663,6A JALAN LEBAN SEMBAWANG HILLS ESTATE SINGAPORE 577549,ANG MO KIO,NORTH-EAST REGION,OK,296089,2525,0,0,14201,1,0.9915,1115162,2525,0,125282,114051,43,0.9977,3025814,122454,71739,274175,1944379,155,0.9508,residential,residential,4,0.325581
Warriors Football Club (S),689236,,1,0,1,scraped,1.39059559281482,103.748024129362,1 CHOA CHU KANG STREET 53 CHOA CHU KANG SPORTS CENTRE SINGAPORE 689236,CHOA CHU KANG,WEST REGION,OK,255774,0,0,38536,222291,45,1.0,1139583,50920,8500,239941,337539,197,0.954,2423373,288012,47724,397694,422079,474,0.887,residential,residential,5,0.005076
Uni-Foto Pte Ltd,238875,,1,10,11,scraped,1.30694456840806,103.829339596247,400 ORCHARD ROAD BETHANY CHURCH SINGAPORE SINGAPORE 238875,ORCHARD,CENTRAL REGION,OK,341370,170317,43580,0,28645,0,0.654,1474798,429651,64950,139697,29518,0,0.7653,3749920,565269,80998,341946,58321,0,0.8622,mixed,residential,5,0.0
Tuas View,639591,,1,10,11,scraped,1.31720416073204,103.652208670485,71 ACUMED MEDICAL GROUP TUAS AMENITY CENTRE SINGAPORE 639591,TUAS,WEST REGION,OK,0,552087,0,0,0,0,0.0,0,3946306,0,0,0,0,0.0,0,6699109,0,4977,0,0,0.0,commercial,commercial,1,0.0
Singapore Racecourse - MRT Plaza (Public),738078,,1,0,1,scraped,1.41993788166264,103.767403498455,1 TURF CLUB AVENUE BUKIT TIMAH SADDLE CLUB SINGAPORE 738078,SUNGEI KADUT,NORTH REGION,OK,0,0,0,0,1229340,0,0.5,40405,17793,0,0,1382706,3,0.6943,447420,576992,40789,458013,1462290,44,0.4392,mixed,open,3,0.333333
Singapore Pools Yishun N7 Branch,760761,Branch,1,25,26,matched,1.42539842469037,103.833259035976,761 YISHUN STREET 72 SINGAPORE 760761,YISHUN,NORTH REGION,OK,300652,0,79431,114627,79040,74,0.8955,1209635,16937,130035,338054,235489,273,0.9396,3337574,21855,228808,549550,495585,591,0.962,residential,residential,5,0.095238
Singapore Pools Upp Thomson Branch,574424,,1,3,4,scraped,1.35184499157062,103.836053648292,200 UPPER THOMSON ROAD THOMSON IMPERIAL COURT SINGAPORE 574424,BISHAN,CENTRAL REGION,OK,463397,24480,11473,21815,22232,19,0.9395,1041361,369705,11473,205281,58510,48,0.7361,3092660,460579,48726,693911,353422,165,0.8654,residential,residential,5,0.083333
Singapore Pools Great World City Branch,237994,,1,16,17,scraped,1.29380235105066,103.831757911057,1 KIM SENG PROMENADE BRIGHTON MONTESSORI CENTRES PTE. LTD. SINGAPORE 237994,SINGAPORE RIVER,CENTRAL REGION,OK,384847,21668,38813,92866,21425,7,0.9078,1705886,174564,63973,182830,61746,97,0.8938,3389630,643829,266161,384771,258091,244,0.8193,residential,residential,5,0.175258
Singapore Pools Everton Park Branch,080007,,1,15,16,scraped,1.27692435153003,103.838679504443,7 EVERTON PARK SINGAPORE 080007,BUKIT MERAH,CENTRAL REGION,OK,218842,107612,30056,179180,60812,43,0.656,528029,497630,68507,356763,174337,75,0.5139,1575280,882486,136560,498967,275474,248,0.6335,mixed,residential,5,0.213333
Singapore Pools Changi Road Branch,419799,Branch,1,15,16,matched,1.31786851894401,103.907753065671,324 CHANGI ROAD SINGAPORE 419799,BEDOK,EAST REGION,OK,500416,8394,1202,65555,17410,2,0.9824,2054528,24398,11133,167542,74776,70,0.9857,4194585,334643,75284,401640,170879,191,0.9191,residential,residential,5,0.228571
Sheng Siong Serangoon North Avenue 5,554913,Authorised Retailer,1,7,8,matched,1.37563500157221,103.871996419103,19 SERANGOON NORTH AVENUE 5 GLOBALKIDS EDU PTE LTD SINGAPORE 554913,SERANGOON,NORTH-EAST REGION,OK,289368,327352,0,22940,46991,44,0.4692,1390277,666024,62925,175395,185322,183,0.6709,3528788,972438,84706,456446,399700,333,0.7787,residential,residential,5,0.043716
Shell Station Geylang Road,389266,Authorised Retailer,1,0,1,matched,1.31198237882226,103.875582544247,203 GEYLANG ROAD SHELL GEYLANG LORONG 7 SINGAPORE 389266,GEYLANG,CENTRAL REGION,OK,170947,202517,1965,54938,32003,27,0.458,825668,512676,5373,76567,596778,78,0.6165,1922972,1188432,9223,268710,763817,210,0.6177,mixed,residential,5,0.012821
Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public),550267,Betting Centre,1,1,2,matched,1.35319405066769,103.870920824793,267 SERANGOON AVENUE 3 MARKET SINGAPORE 550267,SERANGOON,NORTH-EAST REGION,OK,389614,19983,83592,11685,24761,80,0.8747,1930560,19983,107199,233515,112848,144,0.9642,4431128,81356,110969,470691,230817,204,0.9704,residential,residential,5,0.013889
River Hong Bao,039805,,1,2,3,scraped,1.28866180924693,103.858941046991,20 RAFFLES AVENUE NS SQUARE SINGAPORE 039805,DOWNTOWN CORE,CENTRAL REGION,OK,0,206242,0,48957,69930,0,0.0,0,536070,9588,127513,843762,0,0.0088,193215,1107498,51652,312585,1269482,14,0.162,commercial,open,4,0.0
Prime Serangoon North,552542,,1,11,12,scraped,1.37368392866904,103.871416983254,542B SERANGOON NORTH AVENUE 3 MRC KINDERGARTEN (SERANGOON NORTH) SINGAPORE 552542,SERANGOON,NORTH-EAST REGION,OK,319018,287433,40928,46266,13319,72,0.5244,1290369,670043,62925,171659,214707,168,0.6533,3512921,978145,62925,510807,389253,305,0.7783,residential,residential,5,0.071429
Prime Hougang,531159,,1,4,5,scraped,1.35209060355776,103.879314590828,159A HOUGANG STREET 11 FOOD CENTRE SINGAPORE 531159,HOUGANG,NORTH-EAST REGION,OK,418384,0,23236,36456,3099,23,0.9737,1912220,19983,121062,170015,157902,123,0.9608,3813812,196559,213136,569389,251169,294,0.9282,residential,residential,5,0.04065
Prime Buangkok Square,530991,Authorised Retailer,1,10,11,matched,1.38433426615655,103.881623070164,991 BUANGKOK LINK BUANGKOK SQUARE SINGAPORE 530991,HOUGANG,NORTH-EAST REGION,OK,208420,0,28621,119248,32984,52,0.9396,1247079,162464,45146,465893,107765,246,0.8728,3448681,390177,118886,759366,403083,688,0.8864,residential,residential,5,0.044715
Premier Security Co-operative Ltd,560555,Authorised Retailer,1,12,13,matched,1.37119666371478,103.85702400572,555 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560555,ANG MO KIO,NORTH-EAST REGION,OK,494395,41380,71543,32540,33841,81,0.873,1596543,427319,97734,313710,142898,170,0.7756,3116890,900314,236955,859157,476269,286,0.7605,residential,residential,5,0.076471
Pinthely Floral Centre,199588,,1,12,13,scraped,1.30274220636743,103.86510408137,5001 BEACH ROAD THE GOLDEN MILE SINGAPORE 199588,DOWNTOWN CORE,CENTRAL REGION,OK,72321,76836,48737,27954,97769,26,0.4886,400035,387179,67042,117717,263989,55,0.5075,838926,1560814,162032,180224,1206729,107,0.3591,mixed,residential,5,0.236364
Ong Eng Siang Trading,160071,Authorised Retailer,1,11,12,matched,1.28424655193409,103.83250362707,71 SENG POH ROAD TIONG BAHRU ESTATE SINGAPORE 160071,BUKIT MERAH,CENTRAL REGION,OK,366823,57154,3790,60515,12319,107,0.862,1329976,257491,49480,425819,116926,249,0.8276,2739055,694769,238244,711512,357413,377,0.7784,residential,residential,5,0.048193
NTUC FP Square 2,307506,,1,3,4,scraped,1.32044103104797,103.844192628979,10 SINARAN DRIVE NOVENA MEDICAL CENTRE SINGAPORE 307506,NOVENA,CENTRAL REGION,OK,234253,80446,0,220368,8141,0,0.7444,1577330,112092,99322,396525,32290,28,0.9096,3017773,258243,110179,736998,286534,129,0.9075,residential,residential,5,0.142857
NTUC FP Hougang Point,538692,,1,5,6,scraped,1.37571530699875,103.879472337592,1 HOUGANG STREET 91 HOUGANG 1 SINGAPORE 538692,HOUGANG,NORTH-EAST REGION,OK,328345,62947,15461,77630,28367,111,0.8262,1557074,232536,91546,502411,137569,314,0.8521,3412007,596534,148509,737372,343982,496,0.8386,residential,residential,5,0.019108
NTUC FP Coronation,269707,,1,7,8,scraped,1.32383512178759,103.809999570047,587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707,BUKIT TIMAH,CENTRAL REGION,OK,374395,4851,14649,82591,12781,0,0.9691,1813219,8658,16859,458623,37701,10,0.9907,3980182,8658,18513,683575,775574,10,0.9955,residential,residential,5,0.8
NTUC Foodfare - Seletar Mall,797653,Authorised Retailer (FairPrice),1,1,2,matched,1.39130622992517,103.876085067727,33 SENGKANG WEST AVENUE SHAW THEATRES SELETAR SINGAPORE 797653,SENGKANG,NORTH-EAST REGION,OK,435952,9253,0,76410,37766,127,0.9792,1537848,117340,41450,169108,119444,246,0.9186,2734140,477904,79749,488617,471670,375,0.8427,residential,residential,5,0.00813
NTUC FairPrice Zhongshan Mall,329984,Authorised Retailer (FairPrice),1,5,6,matched,1.32702991607724,103.846490871841,20 AH HOOD ROAD RAMADA SINGAPORE AT ZHONGSHAN PARK SINGAPORE 329984,NOVENA,CENTRAL REGION,OK,262004,21987,60729,130835,70139,13,0.8481,1344957,234117,149301,389488,180198,99,0.8214,3347094,349238,149318,732140,390956,366,0.8898,residential,residential,5,0.060606
NTUC FairPrice Wisteria Mall,768698,Authorised Retailer (FairPrice),1,13,14,matched,1.41795288501536,103.841268831617,598 YISHUN RING ROAD WISTERIA MALL SINGAPORE 768698,YISHUN,NORTH REGION,OK,453114,0,10071,106072,57531,115,0.9891,1432304,4918,107446,219794,283672,287,0.962,2236970,19812,186878,438106,537264,463,0.9537,residential,residential,5,0.04878
NTUC FairPrice VivoCity,098585,Authorised Retailer (FairPrice),1,12,13,matched,1.26431382492761,103.82207343835,1 HARBOURFRONT WALK GOLDEN VILLAGE (GV VIVOCITY) SINGAPORE 098585,BUKIT MERAH,CENTRAL REGION,OK,6973,209384,1338,12922,13065,0,0.0351,188344,209894,14323,12922,759725,17,0.4739,953835,382474,14323,248358,1620177,50,0.7115,mixed,open,5,0.764706
NTUC FairPrice Paya Lebar Quarter,409057,Authorised Retailer (FairPrice),1,6,7,matched,1.31756115921,103.892836694432,10 PAYA LEBAR ROAD PLQ MALL SINGAPORE 409057,GEYLANG,CENTRAL REGION,OK,164612,246722,24141,33590,12689,6,0.4057,1066653,463844,70685,114286,53993,114,0.6882,3228116,1095305,72369,479475,116881,312,0.7426,residential,residential,5,0.061404
NTUC FairPrice Hougang Street 21,530202,Authorised Retailer (FairPrice),1,22,23,matched,1.35754686861981,103.883962381949,202 HOUGANG STREET 21 KINDERLAND PRESCHOOL SINGAPORE 530202,HOUGANG,NORTH-EAST REGION,OK,436931,0,84426,15157,34934,20,0.919,1835457,46571,121657,237790,84100,114,0.9464,3853927,591967,211929,381666,297023,267,0.8502,residential,residential,5,0.201754
NTUC FairPrice Compassvale Link,543277,Authorised Retailer (FairPrice),1,11,12,matched,1.38233698966981,103.893607838756,277C COMPASSVALE LINK ASPELLA SINGAPORE 543277,SENGKANG,NORTH-EAST REGION,OK,287550,0,37256,66106,55102,109,0.9426,1438242,171329,53781,381912,202266,379,0.8808,3297334,199856,170563,875283,384504,794,0.9223,residential,residential,5,0.031662
NTUC FairPrice Canberra Plaza,750133,Authorised Retailer (FairPrice),1,7,8,matched,1.44349544527985,103.830345369213,133 CANBERRA VIEW CANBERRA PLAZA SINGAPORE 750133,SEMBAWANG,NORTH REGION,OK,386398,88191,28599,20188,21390,62,0.7963,1298175,293187,28599,144942,207309,174,0.8102,3298410,591320,121213,334538,293306,380,0.8375,residential,residential,5,0.045977
NTUC FairPrice Bukit Timah Plaza,588996,Authorised Retailer (FairPrice),1,15,16,matched,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,BUKIT TIMAH,CENTRAL REGION,OK,210615,0,92035,380683,33713,8,0.848,1405064,34679,92816,453784,94197,21,0.9471,3668789,36093,94578,561721,524514,21,0.9781,residential,residential,5,0.761905
NTUC FairPrice Bishan Street 13,570510,Authorised Retailer (FairPrice),1,13,14,matched,1.34888843900173,103.849691980373,510 BISHAN STREET 13 SINGAPORE 570510,BISHAN,CENTRAL REGION,OK,417096,107064,0,142088,22311,82,0.7957,1208306,282449,19938,420513,171735,194,0.8064,2936677,505619,57191,888972,578819,406,0.8473,residential,residential,5,0.072165
NTUC FairPrice Bedok North Street 1,460212,Authorised Retailer (FairPrice),1,43,44,matched,1.32594069200441,103.931640022396,212 BEDOK NORTH STREET 1 SINGAPORE 460212,BEDOK,EAST REGION,OK,313295,35152,143484,16136,79481,82,0.7827,1488394,360294,232442,216551,131538,255,0.771,4013480,500132,344552,456528,356197,419,0.8616,residential,residential,5,0.172549
NTUC FairPrice Anchorvale Village,540339,Authorised Retailer (FairPrice),1,1,2,matched,1.39679315311901,103.888437344772,339 ANCHORVALE ROAD ANCHORVALE VILLAGE SINGAPORE 540339,SENGKANG,NORTH-EAST REGION,OK,299859,0,9678,60013,126186,75,0.9844,1328331,18205,36764,313543,368176,268,0.9736,2675910,192064,36764,536358,478016,606,0.9276,residential,residential,5,0.007463
Ichido Kopitiam City,543277,Authorised Retailer (FairPrice),1,8,9,matched,1.38233698966981,103.893607838756,277C COMPASSVALE LINK ASPELLA SINGAPORE 543277,SENGKANG,NORTH-EAST REGION,OK,287550,0,37256,66106,55102,109,0.9426,1438242,171329,53781,381912,202266,379,0.8808,3297334,199856,170563,875283,384504,794,0.9223,residential,residential,5,0.023747
Hin Teck Leong Trading Company - Whampoa Drive,320074,Authorised Retailer,1,15,16,matched,1.32471579654689,103.857752875203,74 WHAMPOA DRIVE WHAMPOA COURT SINGAPORE 320074,NOVENA,CENTRAL REGION,OK,404437,12059,0,70105,50766,112,0.971,1644815,61542,67470,211777,244461,245,0.9463,3074826,655533,178499,748142,378773,448,0.8095,residential,residential,5,0.065306
Hao Mart Geylang Lorong 24,389407,,1,6,7,scraped,1.31317460794729,103.8836465666,448 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389407,GEYLANG,CENTRAL REGION,OK,378640,133357,3412,54095,15465,22,0.7379,1419855,402161,9329,223349,170529,125,0.7779,2887687,1019589,29514,422499,659619,248,0.7373,residential,residential,5,0.056
Goh Geok Kwee Agency - Redhill Lane,150084,Authorised Retailer,1,13,14,matched,1.28708575062296,103.818851050403,84 REDHILL LANE SINGAPORE 150084,BUKIT MERAH,CENTRAL REGION,OK,368798,24236,67739,63224,41070,65,0.8739,1088152,358261,76756,365622,231258,170,0.7396,3164177,618383,126208,553072,681676,439,0.8257,residential,residential,5,0.082353
Giant VivoCity,098585,Authorised Retailer (FairPrice),1,3,4,matched,1.26431382492761,103.82207343835,1 HARBOURFRONT WALK GOLDEN VILLAGE (GV VIVOCITY) SINGAPORE 098585,BUKIT MERAH,CENTRAL REGION,OK,6973,209384,1338,12922,13065,0,0.0351,188344,209894,14323,12922,759725,17,0.4739,953835,382474,14323,248358,1620177,50,0.7115,mixed,open,5,0.235294
Giant Sembawang Shopping Centre,758459,,1,13,14,scraped,1.44175296834191,103.82479165671,604 SEMBAWANG ROAD MY FIRST SKOOL SINGAPORE 758459,SEMBAWANG,NORTH REGION,OK,513141,68914,0,15146,19456,33,0.8816,1188878,243380,37163,121107,223741,154,0.8217,2873209,485328,121213,298100,298326,423,0.8431,residential,residential,5,0.090909
Giant Greenridge Shopping Centre,671524,Authorised Retailer (FairPrice),1,11,12,matched,1.38529556252963,103.766170532051,524A JELAPANG ROAD AMAZING STAR MONTESSORI HOUSE (GREENRIDGE) SINGAPORE 671524,BUKIT PANJANG,WEST REGION,OK,414630,0,12466,66808,61272,117,0.9854,1409602,15415,86719,193601,165518,346,0.9611,2508190,18647,117139,350035,434183,459,0.9708,residential,residential,5,0.034682
Giant Edgefield Plains,820671,,1,10,11,scraped,1.40566048045603,103.911991277154,671 EDGEFIELD PLAINS WATERWAY BANKS SINGAPORE 820671,PUNGGOL,NORTH-EAST REGION,OK,422800,13270,0,82787,58691,91,0.9696,1494045,121145,43679,409443,338918,276,0.9138,2748997,247405,100260,692401,1000573,569,0.9039,residential,residential,5,0.039855
Giant Buangkok Crescent,530982,Authorised Retailer,1,17,18,matched,1.3808503546459,103.879309094304,982 BUANGKOK CRESCENT SINGAPORE 530982,HOUGANG,NORTH-EAST REGION,OK,335476,0,758,160423,40695,77,0.9989,1239500,326336,60608,441474,152631,233,0.7807,3486078,545471,129094,705917,316645,606,0.8534,residential,residential,5,0.077253
Clifford Gift Shop - Ang Mo Kio Avenue 10,560555,Authorised Retailer,1,0,1,matched,1.37119666371478,103.85702400572,555 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560555,ANG MO KIO,NORTH-EAST REGION,OK,494395,41380,71543,32540,33841,81,0.873,1596543,427319,97734,313710,142898,170,0.7756,3116890,900314,236955,859157,476269,286,0.7605,residential,residential,5,0.005882
Chua Seng Dept Store,469526,,1,3,4,scraped,1.33127233921191,103.947268283784,343 BEDOK ROAD SINGAPORE 469526,BEDOK,EAST REGION,OK,411007,83713,16892,11072,29791,0,0.8199,1205845,386993,54033,218126,64385,59,0.7486,3189635,1023551,88875,489601,211487,233,0.7517,residential,residential,5,0.067797
Chop Yeo Thong Heng (International Plaza),079903,,1,3,4,scraped,1.27573568143134,103.845703218601,10 ANSON ROAD CONSULATE-GENERAL OF THE REPUBLIC OF MALTA SINGAPORE 079903,DOWNTOWN CORE,CENTRAL REGION,OK,65155,244818,32963,23521,27129,12,0.2381,221395,549329,86602,90092,173557,49,0.3087,558703,886036,122403,422933,344665,75,0.3956,commercial,commercial,5,0.081633
Choice Decor Bedok North,460416,,1,12,13,scraped,1.32840382815915,103.930684870347,416 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460416,BEDOK,EAST REGION,OK,446550,16679,173709,23453,45564,84,0.8375,1587110,220747,289887,163309,262673,273,0.8257,3490995,577820,377673,464039,362690,460,0.8276,residential,residential,5,0.047619
China Square Betting Centre - Lottery Lobby (Public),048441,,1,2,3,scraped,1.28286636225753,103.849289233227,51 TELOK AYER STREET CHINA SQUARE FOOD CENTRE SINGAPORE 048441,DOWNTOWN CORE,CENTRAL REGION,OK,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,commercial,commercial,5,0.125
Cheers Bedok North Street 3,460539,,1,18,19,scraped,1.33131386579703,103.925307290709,539 BEDOK NORTH STREET 3 SINGAPORE 460539,BEDOK,EAST REGION,OK,678200,0,44562,14728,138776,71,0.9692,1473797,209603,285867,175088,223017,244,0.821,3144790,616111,361239,356062,824701,381,0.8067,residential,residential,5,0.077869
Bukit Merah Betting Centre - Lottery Lobby (Public),150169,Betting Centre,1,2,3,matched,1.28331722010432,103.818863104657,169 JALAN BUKIT MERAH CONNECTION ONE SINGAPORE 150169,BUKIT MERAH,CENTRAL REGION,OK,158103,156103,63674,96689,47896,47,0.5026,1201379,277342,89893,294866,210580,205,0.7945,2890938,621731,134472,574611,1434161,469,0.8111,residential,residential,5,0.014634
7-Eleven Store Upper Thomson Road,787113,Authorised Retailer (7-Eleven),1,12,13,matched,1.39896558669188,103.81813440567,912 UPPER THOMSON ROAD SINGAPORE 787113,YISHUN,NORTH REGION,OK,286548,0,26092,0,164900,0,0.9583,1206048,0,26092,7532,469240,0,0.9894,2268566,0,26092,7532,473826,0,0.9943,mixed,residential,4,0.0
7-Eleven Store Clementi Street 11,120109,Authorised Retailer (7-Eleven),1,7,8,matched,1.32198067655559,103.770776117357,109 CLEMENTI STREET 11 SUNSET WAY RESIDENCE SINGAPORE 120109,CLEMENTI,WEST REGION,OK,522179,0,23693,6506,11294,33,0.9783,2238967,23970,59278,77689,125073,118,0.9769,3794393,141122,116816,612783,258005,197,0.9508,residential,residential,5,0.067797
7-Eleven Erskine Rd,069320,,1,8,9,scraped,1.2812137246811,103.845162755022,7B ERSKINE ROAD TELOK AYER CONSERVATION AREA SINGAPORE 069320,OUTRAM,CENTRAL REGION,OK,41713,362753,53639,22335,30953,16,0.1496,308434,820351,123894,240728,253382,64,0.2957,776962,1119416,187907,563696,704316,115,0.4178,commercial,commercial,5,0.140625
7-Eleven Balestier Rd,329722,,1,1,2,scraped,1.32242229055037,103.852590390225,271 BALESTIER ROAD VICTORY POINT SINGAPORE 329722,NOVENA,CENTRAL REGION,OK,399478,38363,52647,59828,8390,30,0.8681,1396775,72655,74812,497830,222896,166,0.9287,3240378,544987,165642,645755,359883,374,0.8411,residential,residential,5,0.012048
Xie Sheng Departmental Service Company - City Plaza,409286,Authorised Retailer,0,1,1,matched,1.3147868971977,103.893472115119,810 GEYLANG ROAD CITY PLAZA SINGAPORE 409286,GEYLANG,CENTRAL REGION,OK,299032,159188,24141,26428,20204,13,0.645,1340359,364868,70685,153858,58240,83,0.7746,3625153,874896,85623,418693,130440,254,0.7999,residential,residential,5,0.012048
Thiam Hoon Traders,150123,,0,7,7,scraped,1.28685131551792,103.804019034892,123 BUKIT MERAH LANE 1 SINGAPORE 150123,BUKIT MERAH,CENTRAL REGION,OK,225780,142052,57388,140509,222,30,0.5985,1595147,427380,57388,196402,258333,121,0.7807,2629945,988898,64804,441877,809730,314,0.7227,residential,residential,5,0.057851
The Little Plaza,610399,Authorised Retailer,0,1,1,matched,1.3350420286067,103.72026802061,399 YUNG SHENG ROAD IMAN CHILDCARE (JURONG) PTE. LTD. SINGAPORE 610399,JURONG WEST,WEST REGION,OK,468899,167353,28317,48093,18555,82,0.7269,870348,744276,28317,121576,583531,132,0.5384,1532275,2154556,90897,262794,1196015,204,0.4176,mixed,residential,5,0.007576
Tampines Rovers Football Club,520824,Authorised Retailer,0,2,2,matched,1.34903743516549,103.932714940894,824 TAMPINES STREET 81 SINGAPORE 520824,TAMPINES,EAST REGION,OK,422947,0,49837,371457,29609,90,0.9473,1278588,4495,73733,455206,145506,269,0.9695,2140528,692158,125468,682755,852924,439,0.7448,residential,residential,5,0.007435
STC Racecourse - Kranji 1,738078,,0,1,1,scraped,1.41993788166264,103.767403498455,1 TURF CLUB AVENUE BUKIT TIMAH SADDLE CLUB SINGAPORE 738078,SUNGEI KADUT,NORTH REGION,OK,0,0,0,0,1229340,0,0.5,40405,17793,0,0,1382706,3,0.6943,447420,576992,40789,458013,1462290,44,0.4392,mixed,open,3,0.333333
Singapore Pools Woodlands Centre,188994,Livewire,0,2,2,matched,1.30117342723628,103.851274599853,210 MIDDLE ROAD SINGAPORE POOLS BUILDING SINGAPORE 188994,ROCHOR,CENTRAL REGION,OK,134929,158572,76015,107698,16779,15,0.468,419117,728385,153369,716422,341989,48,0.3811,1179093,1438491,282153,1046893,656857,104,0.4553,mixed,commercial,5,0.041667
Singapore Pools Upp Serangoon Branch,534766,,0,3,3,scraped,1.36294140003047,103.888499486331,1028 UPPER SERANGOON ROAD TAI PENG GARDENS SINGAPORE 534766,HOUGANG,NORTH-EAST REGION,OK,475501,0,88429,72547,4212,38,0.9216,1667317,180964,112711,185639,159184,151,0.879,3577676,1008353,166784,420591,264845,375,0.7703,residential,residential,5,0.019868
Singapore Pools Commonwealth Crescent Branch,140116,Branch,0,18,18,matched,1.30697208675745,103.800028892853,116 COMMONWEALTH CRESCENT SINGAPORE 140116,QUEENSTOWN,CENTRAL REGION,OK,556253,44917,16354,52067,14194,52,0.914,1969121,266811,36202,123004,81294,108,0.8746,3811908,428233,57215,270631,523032,208,0.8937,residential,residential,5,0.166667
Sheng Siong Woodlands Drive 16,730573,Authorised Retailer,0,6,6,matched,1.43109807246887,103.798507621177,573 WOODLANDS DRIVE 16 WOODLANDS GLEN SINGAPORE 730573,WOODLANDS,NORTH REGION,OK,302843,97216,0,42069,36963,65,0.757,1121198,182873,30587,243473,159535,243,0.8515,2218592,286439,53380,482419,259543,465,0.8776,residential,residential,5,0.024691
